,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,Class
156,958,940,927,909,893,907,1073,1327,1408,1365,805,817,959,941,928,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,960,942,929,910,894,907,1073,1327,1408,1365,805,817,4527,4504,4487,4455,4427,4353,3994,3224,2323,1920,822,833,4542,4519,4502,4470,4442,4368,4009,3239,2338,1935,837,839,1
157,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
158,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
159,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
160,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
161,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
162,938,924,909,888,877,920,1123,1317,1407,1343,805,816,953,939,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,4520,4501,4479,4446,4414,4321,3854,3085,2231,1848,822,833,4535,4516,4494,4461,4429,4336,3869,3100,2246,1863,837,839,1
163,938,924,909,888,878,913,1114,1317,1408,1345,806,816,953,939,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,954,940,924,902,892,923,1122,1323,1413,1350,807,817,4519,4500,4478,4445,4414,4332,3867,3106,2249,1858,823,833,4535,4516,4494,4461,4430,4348,3883,3122,2265,1874,839,839,1
164,966,952,938,920,898,895,1048,1301,1409,1374,807,817,967,953,939,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,968,954,940,921,899,895,1048,1301,1409,1374,807,817,4539,4520,4501,4475,4437,4378,4101,3330,2414,2004,824,833,4554,4535,4516,4490,4452,4393,4116,3345,2429,2019,839,839,1
165,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
166,953,938,924,903,893,915,1096,1329,1412,1359,805,816,955,940,926,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,956,941,927,905,895,916,1097,1330,1413,1360,806,817,4520,4501,4481,4447,4421,4341,3959,3167,2289,1888,822,833,4537,4518,4498,4464,4438,4358,3976,3184,2306,1905,839,839,1
167,974,961,945,925,899,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,975,962,946,926,900,875,883,1133,1333,1383,795,821,4528,4514,4497,4471,4436,4396,4301,3720,2703,2265,811,837,4589,4575,4558,4532,4497,4457,4362,3781,2764,2326,872,839,1
168,932,916,899,879,865,881,1047,1296,1381,1334,793,821,933,917,900,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,934,918,901,880,866,881,1047,1296,1381,1334,793,821,4471,4450,4429,4395,4369,4296,3935,3168,2284,1879,810,838,4544,4523,4502,4468,4442,4369,4008,3241,2357,1952,883,839,1
169,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
170,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
171,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
172,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
173,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
174,945,929,916,894,883,919,1110,1314,1408,1352,805,815,955,939,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,956,940,926,903,892,924,1114,1318,1412,1356,807,817,4522,4501,4481,4447,4415,4334,3898,3116,2264,1868,823,833,4537,4516,4496,4462,4430,4349,3913,3131,2279,1883,838,839,1
175,999,1000,983,965,939,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,1001,1001,984,966,940,907,893,1064,1321,1398,806,817,4566,4566,4548,4527,4494,4444,4382,3993,2931,2453,821,832,4589,4589,4571,4550,4517,4467,4405,4016,2954,2476,842,839,1
176,958,940,927,907,893,910,1078,1326,1408,1359,806,817,959,941,928,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,960,942,929,908,894,910,1078,1326,1408,1359,806,817,4522,4499,4482,4448,4422,4349,3987,3210,2316,1914,822,833,4542,4519,4502,4468,4442,4369,4007,3230,2336,1933,841,839,1
177,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
178,938,924,909,888,877,920,1123,1317,1407,1343,805,816,953,939,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,954,940,924,902,891,930,1131,1323,1412,1348,806,817,4520,4501,4479,4446,4414,4321,3854,3085,2231,1848,822,833,4535,4516,4494,4461,4429,4336,3869,3100,2246,1863,837,839,1
179,976,958,939,925,901,891,1019,1272,1395,1393,806,817,977,959,940,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,978,960,941,926,902,891,1019,1272,1395,1393,806,817,4549,4526,4502,4480,4444,4403,4162,3449,2473,2055,822,833,4565,4542,4518,4496,4460,4419,4178,3465,2488,2070,837,839,1
180,953,938,924,903,893,915,1095,1328,1412,1359,805,816,955,940,926,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,956,941,927,905,895,916,1096,1329,1413,1360,806,817,4522,4503,4483,4449,4423,4343,3961,3169,2290,1889,822,833,4537,4518,4498,4464,4438,4358,3976,3184,2305,1904,837,839,1
181,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
182,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
183,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
184,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
185,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
186,942,926,912,890,880,915,1111,1313,1410,1349,804,816,955,939,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,956,940,925,902,892,923,1118,1318,1414,1353,805,817,4519,4498,4477,4443,4412,4330,3887,3110,2250,1860,818,830,4537,4516,4495,4461,4430,4348,3905,3128,2268,1878,836,839,1
187,945,929,916,894,883,919,1108,1314,1408,1351,803,815,955,939,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,956,940,926,903,892,924,1112,1318,1412,1355,805,817,4519,4499,4478,4444,4412,4331,3897,3113,2261,1864,818,830,4537,4517,4496,4462,4430,4349,3915,3131,2279,1882,836,839,1
188,938,924,909,888,877,920,1125,1318,1408,1343,804,816,953,939,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,954,940,924,902,891,930,1133,1324,1413,1348,805,817,4516,4497,4475,4442,4410,4317,3848,3081,2228,1844,818,830,4535,4516,4494,4461,4429,4336,3867,3100,2247,1863,837,839,1
189,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
190,999,996,981,959,936,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,1001,997,982,960,937,903,895,1100,1332,1407,806,817,4573,4569,4553,4526,4497,4446,4376,3936,2870,2411,822,833,4589,4585,4569,4542,4513,4462,4392,3952,2885,2426,837,839,1
191,976,958,939,925,901,891,1019,1273,1393,1391,804,817,977,959,940,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,978,960,941,926,902,891,1019,1273,1393,1391,804,817,4533,4510,4487,4464,4428,4387,4145,3434,2458,2046,819,832,4565,4542,4519,4496,4460,4419,4177,3466,2490,2078,851,839,1
