,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,Class
73,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
74,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
75,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
76,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
77,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
78,958,940,927,909,893,907,1073,1326,1408,1365,805,817,959,941,928,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,960,942,929,910,894,907,1073,1326,1408,1365,805,817,4520,4497,4480,4448,4420,4346,3987,3220,2322,1919,822,834,4542,4519,4502,4470,4442,4368,4009,3242,2344,1941,844,839,1
79,975,958,939,925,901,892,1022,1276,1399,1391,806,817,976,959,940,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,977,960,941,926,902,892,1022,1276,1399,1391,806,817,4548,4526,4502,4480,4444,4400,4155,3438,2466,2051,822,833,4564,4542,4518,4496,4460,4416,4171,3454,2481,2066,837,839,1
80,966,952,938,920,898,895,1048,1301,1409,1374,806,817,967,953,939,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,968,954,940,921,899,895,1048,1301,1409,1374,806,817,4538,4519,4500,4474,4436,4377,4100,3331,2414,2004,822,833,4554,4535,4516,4490,4452,4393,4116,3346,2429,2019,837,839,1
81,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
82,999,992,977,955,933,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,1000,993,978,956,934,902,901,1128,1339,1405,806,817,4573,4566,4550,4522,4495,4446,4365,3847,2805,2365,822,833,4588,4581,4565,4537,4510,4461,4380,3862,2820,2380,837,839,1
83,975,958,939,925,901,892,1022,1276,1399,1391,805,817,976,959,940,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,977,960,941,926,902,892,1022,1276,1399,1391,805,817,4548,4526,4502,4480,4444,4400,4155,3438,2465,2050,822,833,4564,4542,4518,4496,4460,4416,4171,3454,2481,2066,838,839,1
84,976,958,939,925,901,891,1016,1270,1392,1387,799,817,977,959,940,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,978,960,941,926,902,891,1016,1270,1392,1387,799,817,4526,4503,4479,4457,4421,4380,4142,3431,2465,2046,818,836,4565,4542,4518,4496,4460,4419,4181,3470,2504,2084,855,839,1
85,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
86,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
87,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
88,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
89,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
90,985,970,954,935,909,890,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,987,972,956,937,910,891,965,1231,1384,1412,806,817,4559,4543,4522,4498,4457,4417,4266,3588,2593,2154,822,833,4574,4558,4537,4513,4472,4432,4281,3603,2608,2169,837,839,1
91,942,926,912,890,880,915,1111,1312,1409,1349,804,816,955,939,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,956,940,925,902,892,923,1118,1317,1413,1353,805,817,4522,4501,4480,4446,4415,4333,3890,3113,2253,1863,822,833,4537,4516,4495,4461,4430,4348,3905,3128,2268,1878,837,839,1
92,942,926,912,890,880,915,1111,1312,1409,1348,804,816,955,939,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,956,940,925,902,892,923,1118,1317,1413,1352,805,817,4520,4499,4478,4444,4413,4331,3888,3111,2251,1861,822,834,4537,4516,4495,4461,4430,4348,3905,3128,2268,1878,839,839,1
93,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
94,938,924,909,888,877,920,1125,1318,1407,1343,805,816,953,939,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,954,940,924,902,891,930,1133,1324,1412,1348,806,817,4516,4497,4475,4442,4410,4317,3845,3084,2231,1847,822,833,4535,4516,4494,4461,4429,4336,3864,3103,2250,1866,841,839,1
95,997,994,979,955,933,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,999,995,980,956,934,901,894,1106,1329,1403,804,817,4561,4557,4541,4511,4484,4434,4361,3896,2836,2389,820,833,4589,4585,4569,4539,4512,4462,4389,3924,2864,2417,848,839,1
96,997,998,981,963,937,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,999,999,982,964,938,905,889,1070,1321,1396,804,817,4557,4557,4539,4518,4485,4435,4370,3977,2918,2440,820,833,4589,4589,4571,4550,4517,4467,4402,4009,2950,2472,852,839,1
97,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
98,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
99,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
100,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
101,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
102,998,981,967,942,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,999,982,968,943,926,895,919,1176,1373,1410,806,817,4571,4553,4538,4505,4480,4432,4329,3709,2699,2261,821,832,4587,4569,4554,4521,4496,4448,4345,3725,2715,2277,837,839,1
103,953,938,924,903,893,915,1093,1324,1405,1350,795,816,955,940,926,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,956,941,927,905,895,916,1094,1325,1406,1351,796,817,4482,4463,4443,4409,4383,4303,3925,3151,2278,1880,816,837,4537,4518,4498,4464,4438,4358,3980,3206,2333,1935,871,839,1
104,967,947,928,914,890,880,1005,1257,1379,1373,791,817,968,948,929,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,969,949,930,915,891,880,1005,1257,1379,1373,791,817,4494,4469,4445,4423,4387,4346,4111,3403,2445,2029,810,836,4567,4542,4518,4496,4460,4419,4184,3476,2518,2102,883,839,1
105,983,970,954,934,909,891,976,1240,1386,1411,806,817,984,971,955,935,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,985,972,956,936,910,892,976,1240,1386,1411,806,817,4557,4543,4522,4497,4455,4415,4250,3574,2575,2143,822,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,837,839,0
106,983,970,954,934,909,891,976,1240,1386,1411,805,817,984,971,955,935,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,985,972,956,936,910,892,976,1240,1386,1411,805,817,4555,4541,4520,4495,4453,4413,4248,3572,2573,2141,821,833,4572,4558,4537,4512,4470,4430,4265,3589,2590,2158,838,839,1
107,999,1000,983,965,939,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,1001,1001,984,966,940,907,893,1065,1324,1400,806,817,4574,4574,4556,4535,4502,4452,4390,3996,2935,2452,822,833,4589,4589,4571,4550,4517,4467,4405,4011,2950,2467,837,839,1
108,958,940,927,909,893,907,1072,1326,1409,1366,806,817,959,941,928,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,960,942,929,910,894,907,1072,1326,1409,1366,806,817,4526,4503,4486,4454,4426,4352,3993,3220,2323,1920,822,833,4542,4519,4502,4470,4442,4368,4009,3236,2338,1935,837,839,1
